Row,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,mri
World_confirmed_cases,555.0,654.0,941.0,1434.0,2118.0,2927.0,5578.0,6166.0,8234.0,9927.0,12038.0,16787.0,19887.0,23898.0,27643.0,30802.0,34395.0,37129.0,40159.0,42768.0,44810.0,45228.0,60381.0,66908.0,69050.0,71234.0,73269.0,75151.0,75651.0,76211.0,76840.0,78601.0,78979.0,79543.0,80396.0,81373.0,82737.0,84114.0,86009.0,88386.0,90360.0,92938.0,95237.0,98028.0,101971.0,106009.0,109960.0,113860.0,118884.0,126547.0,132297.0,146704.0,157795.0,168941.0,183600.0,199444.0,219037.0,246955.0,276564.0,308842.0,342255.0,384420.0,425559.0,476376.0,539336.0,603736.0,671344.0,730921.0,795560.0,871976.0,948197.0,1029598.0,1112752.0,1193128.0,1264846.0,1337518.0,1414391.0,1498166.0,1584791.0,1672449.0,1749169.0,1845951.0,1915545.0,1985472.0,2066301.0,2163013.0,2250737.0,2324265.0,2404790.0,2478129.0,2553379.0,2630185.0,2719198.0,2806138.0,2890259.0,2963206.0,3031910.0,3107209.0,3184255.0,3267936.0,3354984.0,3435571.0,3513207.0,3589284.0,3669273.0,3759295.0,3848381.0,3939898.0,4023533.0,4099779.0,4176020.0,4259619.0,4344371.0,4441476.0,4537825.0,4629638.0,4708147.0,4796431.0,4892855.0,4995883.0,5102217.0,5209117.0,5308100.0,5403426.0,5490389.0,5582911.0,5685511.0,5804825.0,5925992.0,6054857.0,6162409.0,6257605.0,6378415.0,6497803.0,6624740.0,6755603.0,6882801.0,6995060.0,7097285.0,7221627.0,7355652.0,7493766.0,7622860.0,7757197.0,7890618.0,8010255.0,8151659.0,8327794.0,8467721.0,8648529.0,8806084.0,8934624.0,9072483.0,9237825.0,9409002.0,9586894.0,9778240.0,9956354.0,10117985.0,10276558.0,10450456.0,10668149.0,10875852.0,11079351.0,11272923.0,11455621.0,11622965.0,11833815.0,12045624.0,12273853.0,12506434.0,12722764.0,12915440.0,13108223.0,13329678.0,13560803.0,13813333.0,14055299.0,14292922.0,14507491.0,14703293.0,489151.0
New_cases,,99.0,287.0,493.0,684.0,809.0,2651.0,588.0,2068.0,1693.0,2111.0,4749.0,3100.0,4011.0,3745.0,3159.0,3593.0,2734.0,3030.0,2609.0,2042.0,418.0,15153.0,6527.0,2142.0,2184.0,2035.0,1882.0,500.0,560.0,629.0,1761.0,378.0,564.0,853.0,977.0,1364.0,1377.0,1895.0,2377.0,1974.0,2578.0,2299.0,2791.0,3943.0,4038.0,3951.0,3900.0,5024.0,7663.0,5750.0,14407.0,11091.0,11146.0,14659.0,15844.0,19593.0,27918.0,29609.0,32278.0,33413.0,42165.0,41139.0,50817.0,62960.0,64400.0,67608.0,59577.0,64639.0,76416.0,76221.0,81401.0,83154.0,80376.0,71718.0,72672.0,76873.0,83775.0,86625.0,87658.0,76720.0,96782.0,69594.0,69927.0,80829.0,96712.0,87724.0,73528.0,80525.0,73339.0,75250.0,76806.0,89013.0,86940.0,84121.0,72947.0,68704.0,75299.0,77046.0,83681.0,87048.0,80587.0,77636.0,76077.0,79989.0,90022.0,89086.0,91517.0,83635.0,76246.0,76241.0,83599.0,84752.0,97105.0,96349.0,91813.0,78509.0,88284.0,96424.0,103028.0,106334.0,106900.0,98983.0,95326.0,86963.0,92522.0,102600.0,119314.0,121167.0,128865.0,107552.0,95196.0,120810.0,119388.0,126937.0,130863.0,127198.0,112259.0,102225.0,124342.0,134025.0,138114.0,129094.0,134337.0,133421.0,119637.0,141404.0,176135.0,139927.0,180808.0,157555.0,128540.0,137859.0,165342.0,171177.0,177892.0,191346.0,178114.0,161631.0,158573.0,173898.0,217693.0,207703.0,203499.0,193572.0,182698.0,167344.0,210850.0,211809.0,228229.0,232581.0,216330.0,192676.0,192783.0,221455.0,231125.0,252530.0,241966.0,237623.0,214569.0,195802.0,-14214142.0
